figure,pdf_page,study_area,study_area_label,country,scenario,band,rgb,available,successful_microenvironment_measurements,digitized_mean_mw_m2,median_pixel_rows,pixel_resolution_mw_m2,across_x_spread_mw_m2,resolved_from_raster
A6,22,LC,"Urban area, large city",Netherlands,UL,Mobile DL 2.1 GHz,204-236-230,true,16,0.274914,6.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Netherlands,UL,Mobile DL 2.6 GHz,229-245-249,true,16,0.137457,3.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Poland,UL,Broadcast,189-189-189,true,15,0.412371,9.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Poland,UL,DECT,254-196-79,true,15,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",Poland,UL,WiFi 5 GHz,158-154-200,true,15,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",Poland,UL,ISM/WiFi 2.4 GHz,117-107-177,true,15,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",Poland,UL,Mobile UL 700 MHz,8-48-107,true,15,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",Poland,UL,Mobile UL 800 MHz,8-81-156,true,15,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",Poland,UL,Mobile UL 900 MHz,33-113-181,true,15,0.091638,2.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Poland,UL,Mobile UL 1.8 GHz,66-146-198,true,15,1.374570,30.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Poland,UL,Mobile UL 2.1 GHz,107-174-214,true,15,1.237113,27.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Poland,UL,Mobile UL 2.6 GHz,158-202-225,true,15,3.665521,80.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Poland,UL,Mobile TDD 2.6 GHz,247-104-161,true,15,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",Poland,UL,Mobile TDD 3.5 GHz,221-52-151,true,15,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",Poland,UL,Mobile SDL 700 MHz,0-68-27,true,15,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",Poland,UL,Mobile DL 700 MHz,0-109-44,true,15,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",Poland,UL,Mobile DL 800 MHz,35-139-69,true,15,0.183276,4.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Poland,UL,Mobile DL 900 MHz,65-174-118,true,15,0.320733,7.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Poland,UL,Mobile DL 1.4 GHz,102-194-164,true,15,0.045819,1.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Poland,UL,Mobile DL 1.8 GHz,153-216-201,true,15,0.366552,8.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Poland,UL,Mobile DL 2.1 GHz,204-236-230,true,15,0.412371,9.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Poland,UL,Mobile DL 2.6 GHz,229-245-249,true,15,0.183276,4.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Spain,UL,Broadcast,189-189-189,true,20,0.091638,2.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Spain,UL,DECT,254-196-79,true,20,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",Spain,UL,WiFi 5 GHz,158-154-200,true,20,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",Spain,UL,ISM/WiFi 2.4 GHz,117-107-177,true,20,0.045819,1.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Spain,UL,Mobile UL 700 MHz,8-48-107,true,20,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",Spain,UL,Mobile UL 800 MHz,8-81-156,true,20,0.045819,1.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Spain,UL,Mobile UL 900 MHz,33-113-181,true,20,0.595647,13.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Spain,UL,Mobile UL 1.8 GHz,66-146-198,true,20,2.199313,48.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Spain,UL,Mobile UL 2.1 GHz,107-174-214,true,20,2.520046,55.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Spain,UL,Mobile UL 2.6 GHz,158-202-225,true,20,3.253150,71.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Spain,UL,Mobile TDD 2.6 GHz,247-104-161,true,20,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",Spain,UL,Mobile TDD 3.5 GHz,221-52-151,true,20,1.924399,42.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Spain,UL,Mobile SDL 700 MHz,0-68-27,true,20,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",Spain,UL,Mobile DL 700 MHz,0-109-44,true,20,0.045819,1.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Spain,UL,Mobile DL 800 MHz,35-139-69,true,20,0.137457,3.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Spain,UL,Mobile DL 900 MHz,65-174-118,true,20,0.274914,6.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Spain,UL,Mobile DL 1.4 GHz,102-194-164,true,20,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",Spain,UL,Mobile DL 1.8 GHz,153-216-201,true,20,0.320733,7.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Spain,UL,Mobile DL 2.1 GHz,204-236-230,true,20,0.183276,4.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Spain,UL,Mobile DL 2.6 GHz,229-245-249,true,20,0.137457,3.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Switzerland,UL,Broadcast,189-189-189,true,18,0.091638,2.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Switzerland,UL,DECT,254-196-79,true,18,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",Switzerland,UL,WiFi 5 GHz,158-154-200,true,18,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",Switzerland,UL,ISM/WiFi 2.4 GHz,117-107-177,true,18,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",Switzerland,UL,Mobile UL 700 MHz,8-48-107,true,18,0.183276,4.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Switzerland,UL,Mobile UL 800 MHz,8-81-156,true,18,0.045819,1.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Switzerland,UL,Mobile UL 900 MHz,33-113-181,true,18,0.045819,1.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Switzerland,UL,Mobile UL 1.8 GHz,66-146-198,true,18,0.778923,17.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Switzerland,UL,Mobile UL 2.1 GHz,107-174-214,true,18,5.085911,111.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Switzerland,UL,Mobile UL 2.6 GHz,158-202-225,true,18,2.565865,56.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Switzerland,UL,Mobile TDD 2.6 GHz,247-104-161,true,18,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",Switzerland,UL,Mobile TDD 3.5 GHz,221-52-151,true,18,6.048110,132.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Switzerland,UL,Mobile SDL 700 MHz,0-68-27,true,18,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",Switzerland,UL,Mobile DL 700 MHz,0-109-44,true,18,0.045819,1.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Switzerland,UL,Mobile DL 800 MHz,35-139-69,true,18,0.045819,1.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Switzerland,UL,Mobile DL 900 MHz,65-174-118,true,18,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",Switzerland,UL,Mobile DL 1.4 GHz,102-194-164,true,18,0.045819,1.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Switzerland,UL,Mobile DL 1.8 GHz,153-216-201,true,18,0.045819,1.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Switzerland,UL,Mobile DL 2.1 GHz,204-236-230,true,18,0.045819,1.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",Switzerland,UL,Mobile DL 2.6 GHz,229-245-249,true,18,0.045819,1.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",UK,UL,Broadcast,189-189-189,true,24,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",UK,UL,DECT,254-196-79,true,24,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",UK,UL,WiFi 5 GHz,158-154-200,true,24,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",UK,UL,ISM/WiFi 2.4 GHz,117-107-177,true,24,0.137457,3.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",UK,UL,Mobile UL 700 MHz,8-48-107,true,24,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",UK,UL,Mobile UL 800 MHz,8-81-156,true,24,0.320733,7.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",UK,UL,Mobile UL 900 MHz,33-113-181,true,24,0.045819,1.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",UK,UL,Mobile UL 1.8 GHz,66-146-198,true,24,0.137457,3.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",UK,UL,Mobile UL 2.1 GHz,107-174-214,true,24,4.352806,95.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",UK,UL,Mobile UL 2.6 GHz,158-202-225,true,24,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",UK,UL,Mobile TDD 2.6 GHz,247-104-161,true,24,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",UK,UL,Mobile TDD 3.5 GHz,221-52-151,true,24,2.245132,49.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",UK,UL,Mobile SDL 700 MHz,0-68-27,true,24,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",UK,UL,Mobile DL 700 MHz,0-109-44,true,24,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",UK,UL,Mobile DL 800 MHz,35-139-69,true,24,0.091638,2.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",UK,UL,Mobile DL 900 MHz,65-174-118,true,24,0.137457,3.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",UK,UL,Mobile DL 1.4 GHz,102-194-164,true,24,0.000000,0.0,0.045819,0.000000,false
A6,22,LC,"Urban area, large city",UK,UL,Mobile DL 1.8 GHz,153-216-201,true,24,0.137457,3.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",UK,UL,Mobile DL 2.1 GHz,204-236-230,true,24,0.229095,5.0,0.045819,0.000000,true
A6,22,LC,"Urban area, large city",UK,UL,Mobile DL 2.6 GHz,229-245-249,true,24,0.091638,2.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Austria,NU,Broadcast,189-189-189,true,21,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Austria,NU,DECT,254-196-79,true,21,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Austria,NU,WiFi 5 GHz,158-154-200,true,21,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Austria,NU,ISM/WiFi 2.4 GHz,117-107-177,true,21,0.045819,1.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Austria,NU,Mobile UL 700 MHz,8-48-107,true,21,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Austria,NU,Mobile UL 800 MHz,8-81-156,true,21,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Austria,NU,Mobile UL 900 MHz,33-113-181,true,21,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Austria,NU,Mobile UL 1.8 GHz,66-146-198,true,21,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Austria,NU,Mobile UL 2.1 GHz,107-174-214,true,21,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Austria,NU,Mobile UL 2.6 GHz,158-202-225,true,21,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Austria,NU,Mobile TDD 2.6 GHz,247-104-161,true,21,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Austria,NU,Mobile TDD 3.5 GHz,221-52-151,true,21,0.229095,5.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Austria,NU,Mobile SDL 700 MHz,0-68-27,true,21,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Austria,NU,Mobile DL 700 MHz,0-109-44,true,21,0.045819,1.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Austria,NU,Mobile DL 800 MHz,35-139-69,true,21,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Austria,NU,Mobile DL 900 MHz,65-174-118,true,21,0.274914,6.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Austria,NU,Mobile DL 1.4 GHz,102-194-164,true,21,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Austria,NU,Mobile DL 1.8 GHz,153-216-201,true,21,0.458190,10.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Austria,NU,Mobile DL 2.1 GHz,204-236-230,true,21,0.229095,5.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Austria,NU,Mobile DL 2.6 GHz,229-245-249,true,21,0.137457,3.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Belgium,NU,Broadcast,189-189-189,true,28,0.091638,2.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Belgium,NU,DECT,254-196-79,true,28,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Belgium,NU,WiFi 5 GHz,158-154-200,true,28,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Belgium,NU,ISM/WiFi 2.4 GHz,117-107-177,true,28,0.091638,2.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Belgium,NU,Mobile UL 700 MHz,8-48-107,true,28,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Belgium,NU,Mobile UL 800 MHz,8-81-156,true,28,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Belgium,NU,Mobile UL 900 MHz,33-113-181,true,28,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Belgium,NU,Mobile UL 1.8 GHz,66-146-198,true,28,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Belgium,NU,Mobile UL 2.1 GHz,107-174-214,true,28,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Belgium,NU,Mobile UL 2.6 GHz,158-202-225,true,28,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Belgium,NU,Mobile TDD 2.6 GHz,247-104-161,true,28,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Belgium,NU,Mobile TDD 3.5 GHz,221-52-151,true,28,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Belgium,NU,Mobile SDL 700 MHz,0-68-27,true,28,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Belgium,NU,Mobile DL 700 MHz,0-109-44,true,28,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Belgium,NU,Mobile DL 800 MHz,35-139-69,true,28,0.183276,4.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Belgium,NU,Mobile DL 900 MHz,65-174-118,true,28,0.137457,3.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Belgium,NU,Mobile DL 1.4 GHz,102-194-164,true,28,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Belgium,NU,Mobile DL 1.8 GHz,153-216-201,true,28,0.137457,3.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Belgium,NU,Mobile DL 2.1 GHz,204-236-230,true,28,0.091638,2.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Belgium,NU,Mobile DL 2.6 GHz,229-245-249,true,28,0.045819,1.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",France,NU,Broadcast,189-189-189,true,23,0.045819,1.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",France,NU,DECT,254-196-79,true,23,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",France,NU,WiFi 5 GHz,158-154-200,true,23,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",France,NU,ISM/WiFi 2.4 GHz,117-107-177,true,23,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",France,NU,Mobile UL 700 MHz,8-48-107,true,23,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",France,NU,Mobile UL 800 MHz,8-81-156,true,23,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",France,NU,Mobile UL 900 MHz,33-113-181,true,23,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",France,NU,Mobile UL 1.8 GHz,66-146-198,true,23,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",France,NU,Mobile UL 2.1 GHz,107-174-214,true,23,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",France,NU,Mobile UL 2.6 GHz,158-202-225,true,23,0.045819,1.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",France,NU,Mobile TDD 2.6 GHz,247-104-161,true,23,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",France,NU,Mobile TDD 3.5 GHz,221-52-151,true,23,0.045819,1.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",France,NU,Mobile SDL 700 MHz,0-68-27,true,23,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",France,NU,Mobile DL 700 MHz,0-109-44,true,23,0.091638,2.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",France,NU,Mobile DL 800 MHz,35-139-69,true,23,0.137457,3.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",France,NU,Mobile DL 900 MHz,65-174-118,true,23,0.091638,2.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",France,NU,Mobile DL 1.4 GHz,102-194-164,true,23,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",France,NU,Mobile DL 1.8 GHz,153-216-201,true,23,0.137457,3.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",France,NU,Mobile DL 2.1 GHz,204-236-230,true,23,0.091638,2.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",France,NU,Mobile DL 2.6 GHz,229-245-249,true,23,0.091638,2.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Hungary,NU,Broadcast,189-189-189,true,25,0.045819,1.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Hungary,NU,DECT,254-196-79,true,25,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Hungary,NU,WiFi 5 GHz,158-154-200,true,25,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Hungary,NU,ISM/WiFi 2.4 GHz,117-107-177,true,25,0.045819,1.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Hungary,NU,Mobile UL 700 MHz,8-48-107,true,25,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Hungary,NU,Mobile UL 800 MHz,8-81-156,true,25,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Hungary,NU,Mobile UL 900 MHz,33-113-181,true,25,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Hungary,NU,Mobile UL 1.8 GHz,66-146-198,true,25,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Hungary,NU,Mobile UL 2.1 GHz,107-174-214,true,25,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Hungary,NU,Mobile UL 2.6 GHz,158-202-225,true,25,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Hungary,NU,Mobile TDD 2.6 GHz,247-104-161,true,25,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Hungary,NU,Mobile TDD 3.5 GHz,221-52-151,true,25,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Hungary,NU,Mobile SDL 700 MHz,0-68-27,true,25,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Hungary,NU,Mobile DL 700 MHz,0-109-44,true,25,0.045819,1.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Hungary,NU,Mobile DL 800 MHz,35-139-69,true,25,0.091638,2.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Hungary,NU,Mobile DL 900 MHz,65-174-118,true,25,0.137457,3.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Hungary,NU,Mobile DL 1.4 GHz,102-194-164,true,25,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Hungary,NU,Mobile DL 1.8 GHz,153-216-201,true,25,0.229095,5.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Hungary,NU,Mobile DL 2.1 GHz,204-236-230,true,25,0.091638,2.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Hungary,NU,Mobile DL 2.6 GHz,229-245-249,true,25,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Italy,NU,Broadcast,189-189-189,true,20,0.137457,3.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Italy,NU,DECT,254-196-79,true,20,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Italy,NU,WiFi 5 GHz,158-154-200,true,20,0.045819,1.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Italy,NU,ISM/WiFi 2.4 GHz,117-107-177,true,20,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Italy,NU,Mobile UL 700 MHz,8-48-107,true,20,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Italy,NU,Mobile UL 800 MHz,8-81-156,true,20,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Italy,NU,Mobile UL 900 MHz,33-113-181,true,20,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Italy,NU,Mobile UL 1.8 GHz,66-146-198,true,20,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Italy,NU,Mobile UL 2.1 GHz,107-174-214,true,20,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Italy,NU,Mobile UL 2.6 GHz,158-202-225,true,20,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Italy,NU,Mobile TDD 2.6 GHz,247-104-161,true,20,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Italy,NU,Mobile TDD 3.5 GHz,221-52-151,true,20,0.045819,1.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Italy,NU,Mobile SDL 700 MHz,0-68-27,true,20,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Italy,NU,Mobile DL 700 MHz,0-109-44,true,20,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Italy,NU,Mobile DL 800 MHz,35-139-69,true,20,0.137457,3.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Italy,NU,Mobile DL 900 MHz,65-174-118,true,20,0.045819,1.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Italy,NU,Mobile DL 1.4 GHz,102-194-164,true,20,0.045819,1.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Italy,NU,Mobile DL 1.8 GHz,153-216-201,true,20,0.091638,2.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Italy,NU,Mobile DL 2.1 GHz,204-236-230,true,20,0.091638,2.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Italy,NU,Mobile DL 2.6 GHz,229-245-249,true,20,0.045819,1.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Netherlands,NU,Broadcast,189-189-189,true,22,0.137457,3.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Netherlands,NU,DECT,254-196-79,true,22,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Netherlands,NU,WiFi 5 GHz,158-154-200,true,22,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Netherlands,NU,ISM/WiFi 2.4 GHz,117-107-177,true,22,0.045819,1.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Netherlands,NU,Mobile UL 700 MHz,8-48-107,true,22,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Netherlands,NU,Mobile UL 800 MHz,8-81-156,true,22,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Netherlands,NU,Mobile UL 900 MHz,33-113-181,true,22,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Netherlands,NU,Mobile UL 1.8 GHz,66-146-198,true,22,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Netherlands,NU,Mobile UL 2.1 GHz,107-174-214,true,22,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Netherlands,NU,Mobile UL 2.6 GHz,158-202-225,true,22,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Netherlands,NU,Mobile TDD 2.6 GHz,247-104-161,true,22,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Netherlands,NU,Mobile TDD 3.5 GHz,221-52-151,true,22,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Netherlands,NU,Mobile SDL 700 MHz,0-68-27,true,22,0.000000,0.0,0.045819,0.000000,false
A7,23,SC,"Urban area, secondary city",Netherlands,NU,Mobile DL 700 MHz,0-109-44,true,22,0.091638,2.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Netherlands,NU,Mobile DL 800 MHz,35-139-69,true,22,0.183276,4.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Netherlands,NU,Mobile DL 900 MHz,65-174-118,true,22,0.183276,4.0,0.045819,0.000000,true
A7,23,SC,"Urban area, secondary city",Netherlands,NU,Mobile DL 1.4 GHz,102-194-164,true,22,0.091638,2.0,0.045819,0.000000,true
