study_area,microenvironment,country,scenario,reported_result,successful_measurements,status
LC,Tram,Belgium,DL,3,3,ok
LC,Tram,Belgium,UL,2,2,ok
LC,Tram,France,NU,2,2,ok
LC,Tram,France,DL,1,1,ok
LC,Tram,France,UL,1,1,ok
LC,Tram,Hungary,NU,4,4,ok
LC,Tram,Hungary,DL,0,0,ok
LC,Tram,Hungary,UL,0,0,ok
LC,Tram,Italy,NU,2,2,ok
LC,Tram,Italy,DL,0,0,ok
LC,Tram,Italy,UL,0,0,ok
LC,Tram,Netherlands,NU,1,1,ok
LC,Tram,Netherlands,DL,0,0,ok
LC,Tram,Netherlands,UL,1,1,ok
LC,Tram,Poland,NU,1,1,ok
LC,Tram,Poland,DL,FT,,failed_low_throughput
LC,Tram,Poland,UL,1,1,ok
LC,Tram,Spain,NU,3,3,ok
LC,Tram,Spain,DL,1,1,ok
LC,Tram,Spain,UL,1,1,ok
LC,Tram,Switzerland,NU,5,5,ok
LC,Tram,Switzerland,DL,2,2,ok
LC,Tram,Switzerland,UL,2,2,ok
LC,Tram,UK,NU,1,1,ok
LC,Tram,UK,DL,1,1,ok
LC,Tram,UK,UL,1,1,ok
SC,Urban centre,Austria,NU,1,1,ok
SC,Urban centre,Austria,DL,F,,failed_phone_settings
SC,Urban centre,Austria,UL,F,,failed_phone_settings
SC,Urban centre,Belgium,NU,1,1,ok
SC,Urban centre,Belgium,DL,1,1,ok
SC,Urban centre,Belgium,UL,1,1,ok
SC,Urban centre,France,NU,1,1,ok
SC,Urban centre,France,DL,1,1,ok
SC,Urban centre,France,UL,1,1,ok
SC,Urban centre,Hungary,NU,1,1,ok
SC,Urban centre,Hungary,DL,1,1,ok
SC,Urban centre,Hungary,UL,1,1,ok
SC,Urban centre,Italy,NU,1,1,ok
SC,Urban centre,Italy,DL,1,1,ok
SC,Urban centre,Italy,UL,1,1,ok
SC,Urban centre,Netherlands,NU,1,1,ok
SC,Urban centre,Netherlands,DL,1,1,ok
SC,Urban centre,Netherlands,UL,1,1,ok
SC,Urban centre,Poland,NU,1,1,ok
SC,Urban centre,Poland,DL,1,1,ok
SC,Urban centre,Poland,UL,1,1,ok
SC,Urban centre,Spain,NU,1,1,ok
SC,Urban centre,Spain,DL,1,1,ok
SC,Urban centre,Spain,UL,1,1,ok
SC,Urban centre,Switzerland,NU,1,1,ok
SC,Urban centre,Switzerland,DL,1,1,ok
SC,Urban centre,Switzerland,UL,1,1,ok
SC,Urban centre,UK,NU,2,2,ok
SC,Urban centre,UK,DL,2,2,ok
SC,Urban centre,UK,UL,2,2,ok
SC,Industrial area,Austria,NU,1,1,ok
SC,Industrial area,Austria,DL,F,,failed_phone_settings
SC,Industrial area,Austria,UL,F,,failed_phone_settings
SC,Industrial area,Belgium,NU,1,1,ok
SC,Industrial area,Belgium,DL,1,1,ok
SC,Industrial area,Belgium,UL,1,1,ok
SC,Industrial area,France,NU,1,1,ok
SC,Industrial area,France,DL,0,0,ok
SC,Industrial area,France,UL,0,0,ok
SC,Industrial area,Hungary,NU,1,1,ok
SC,Industrial area,Hungary,DL,1,1,ok
SC,Industrial area,Hungary,UL,1,1,ok
SC,Industrial area,Italy,NU,1,1,ok
SC,Industrial area,Italy,DL,1,1,ok
SC,Industrial area,Italy,UL,1,1,ok
SC,Industrial area,Netherlands,NU,1,1,ok
SC,Industrial area,Netherlands,DL,1,1,ok
SC,Industrial area,Netherlands,UL,1,1,ok
SC,Industrial area,Poland,NU,1,1,ok
SC,Industrial area,Poland,DL,1,1,ok
SC,Industrial area,Poland,UL,1,1,ok
SC,Industrial area,Spain,NU,1,1,ok
SC,Industrial area,Spain,DL,1,1,ok
SC,Industrial area,Spain,UL,1,1,ok
SC,Industrial area,Switzerland,NU,1,1,ok
SC,Industrial area,Switzerland,DL,1,1,ok
SC,Industrial area,Switzerland,UL,1,1,ok
SC,Industrial area,UK,NU,2,2,ok
SC,Industrial area,UK,DL,2,2,ok
SC,Industrial area,UK,UL,3,3,ok
SC,Urban business area,Austria,NU,1,1,ok
SC,Urban business area,Austria,DL,F,,failed_phone_settings
SC,Urban business area,Austria,UL,F,,failed_phone_settings
SC,Urban business area,Belgium,NU,0,0,ok
SC,Urban business area,Belgium,DL,1,1,ok
SC,Urban business area,Belgium,UL,1,1,ok
SC,Urban business area,France,NU,1,1,ok
SC,Urban business area,France,DL,1,1,ok
SC,Urban business area,France,UL,1,1,ok
SC,Urban business area,Hungary,NU,1,1,ok
SC,Urban business area,Hungary,DL,1,1,ok
SC,Urban business area,Hungary,UL,1,1,ok
SC,Urban business area,Italy,NU,1,1,ok
SC,Urban business area,Italy,DL,1,1,ok
SC,Urban business area,Italy,UL,1,1,ok
SC,Urban business area,Netherlands,NU,1,1,ok
SC,Urban business area,Netherlands,DL,1,1,ok
SC,Urban business area,Netherlands,UL,1,1,ok
SC,Urban business area,Poland,NU,1,1,ok
SC,Urban business area,Poland,DL,1,1,ok
SC,Urban business area,Poland,UL,1,1,ok
SC,Urban business area,Spain,NU,1,1,ok
SC,Urban business area,Spain,DL,1,1,ok
SC,Urban business area,Spain,UL,1,1,ok
SC,Urban business area,Switzerland,NU,1,1,ok
SC,Urban business area,Switzerland,DL,1,1,ok
SC,Urban business area,Switzerland,UL,1,1,ok
SC,Urban business area,UK,NU,1,1,ok
SC,Urban business area,UK,DL,1,1,ok
SC,Urban business area,UK,UL,1,1,ok
SC,Urban residential central,Austria,NU,2,2,ok
SC,Urban residential central,Austria,DL,F,,failed_phone_settings
SC,Urban residential central,Austria,UL,F,,failed_phone_settings
SC,Urban residential central,Belgium,NU,2,2,ok
SC,Urban residential central,Belgium,DL,1,1,ok
SC,Urban residential central,Belgium,UL,1,1,ok
SC,Urban residential central,France,NU,3,3,ok
SC,Urban residential central,France,DL,3,3,ok
SC,Urban residential central,France,UL,3,3,ok
SC,Urban residential central,Hungary,NU,2,2,ok
SC,Urban residential central,Hungary,DL,1,1,ok
SC,Urban residential central,Hungary,UL,1,1,ok
SC,Urban residential central,Italy,NU,2,2,ok
SC,Urban residential central,Italy,DL,1,1,ok
SC,Urban residential central,Italy,UL,1,1,ok
SC,Urban residential central,Netherlands,NU,3,3,ok
SC,Urban residential central,Netherlands,DL,1,1,ok
SC,Urban residential central,Netherlands,UL,1,1,ok
SC,Urban residential central,Poland,NU,2,2,ok
SC,Urban residential central,Poland,DL,1,1,ok
SC,Urban residential central,Poland,UL,1,1,ok
SC,Urban residential central,Spain,NU,2,2,ok
SC,Urban residential central,Spain,DL,1,1,ok
SC,Urban residential central,Spain,UL,1,1,ok
SC,Urban residential central,Switzerland,NU,2,2,ok
SC,Urban residential central,Switzerland,DL,1,1,ok
SC,Urban residential central,Switzerland,UL,1,1,ok
SC,Urban residential central,UK,NU,3,3,ok
SC,Urban residential central,UK,DL,2,2,ok
SC,Urban residential central,UK,UL,2,2,ok
SC,Urban residential non-central,Austria,NU,2,2,ok
SC,Urban residential non-central,Austria,DL,F,,failed_phone_settings
SC,Urban residential non-central,Austria,UL,F,,failed_phone_settings
SC,Urban residential non-central,Belgium,NU,2,2,ok
SC,Urban residential non-central,Belgium,DL,1,1,ok
SC,Urban residential non-central,Belgium,UL,1,1,ok
SC,Urban residential non-central,France,NU,2,2,ok
SC,Urban residential non-central,France,DL,2,2,ok
SC,Urban residential non-central,France,UL,2,2,ok
SC,Urban residential non-central,Hungary,NU,2,2,ok
SC,Urban residential non-central,Hungary,DL,1,1,ok
SC,Urban residential non-central,Hungary,UL,1,1,ok
SC,Urban residential non-central,Italy,NU,2,2,ok
SC,Urban residential non-central,Italy,DL,1,1,ok
SC,Urban residential non-central,Italy,UL,1,1,ok
SC,Urban residential non-central,Netherlands,NU,2,2,ok
SC,Urban residential non-central,Netherlands,DL,1,1,ok
SC,Urban residential non-central,Netherlands,UL,1,1,ok
SC,Urban residential non-central,Poland,NU,4,4,ok
SC,Urban residential non-central,Poland,DL,2,2,ok
SC,Urban residential non-central,Poland,UL,2,2,ok
SC,Urban residential non-central,Spain,NU,2,2,ok
SC,Urban residential non-central,Spain,DL,1,1,ok
SC,Urban residential non-central,Spain,UL,1,1,ok
SC,Urban residential non-central,Switzerland,NU,2,2,ok
SC,Urban residential non-central,Switzerland,DL,1,1,ok
SC,Urban residential non-central,Switzerland,UL,1,1,ok
SC,Urban residential non-central,UK,NU,2,2,ok
SC,Urban residential non-central,UK,DL,1,1,ok
SC,Urban residential non-central,UK,UL,1,1,ok
SC,Urban residential outskirts,Austria,NU,2,2,ok
SC,Urban residential outskirts,Austria,DL,F,,failed_phone_settings
SC,Urban residential outskirts,Austria,UL,F,,failed_phone_settings
SC,Urban residential outskirts,Belgium,NU,2,2,ok
SC,Urban residential outskirts,Belgium,DL,1,1,ok
SC,Urban residential outskirts,Belgium,UL,1,1,ok
SC,Urban residential outskirts,France,NU,3,3,ok
SC,Urban residential outskirts,France,DL,1,1,ok
SC,Urban residential outskirts,France,UL,2,2,ok
SC,Urban residential outskirts,Hungary,NU,2,2,ok
SC,Urban residential outskirts,Hungary,DL,1,1,ok
SC,Urban residential outskirts,Hungary,UL,1,1,ok
SC,Urban residential outskirts,Italy,NU,2,2,ok
SC,Urban residential outskirts,Italy,DL,1,1,ok
SC,Urban residential outskirts,Italy,UL,1,1,ok
SC,Urban residential outskirts,Netherlands,NU,2,2,ok
SC,Urban residential outskirts,Netherlands,DL,1,1,ok
SC,Urban residential outskirts,Netherlands,UL,1,1,ok
SC,Urban residential outskirts,Poland,NU,2,2,ok
SC,Urban residential outskirts,Poland,DL,1,1,ok
SC,Urban residential outskirts,Poland,UL,1,1,ok
SC,Urban residential outskirts,Spain,NU,2,2,ok
SC,Urban residential outskirts,Spain,DL,2,2,ok
SC,Urban residential outskirts,Spain,UL,2,2,ok
SC,Urban residential outskirts,Switzerland,NU,2,2,ok
SC,Urban residential outskirts,Switzerland,DL,1,1,ok
SC,Urban residential outskirts,Switzerland,UL,1,1,ok
SC,Urban residential outskirts,UK,NU,2,2,ok
SC,Urban residential outskirts,UK,DL,1,1,ok
SC,Urban residential outskirts,UK,UL,1,1,ok
SC,Urban park: central,Austria,NU,2,2,ok
SC,Urban park: central,Austria,DL,F,,failed_phone_settings
SC,Urban park: central,Austria,UL,F,,failed_phone_settings
SC,Urban park: central,Belgium,NU,1,1,ok
SC,Urban park: central,Belgium,DL,1,1,ok
SC,Urban park: central,Belgium,UL,1,1,ok
SC,Urban park: central,France,NU,1,1,ok
SC,Urban park: central,France,DL,1,1,ok
SC,Urban park: central,France,UL,1,1,ok
SC,Urban park: central,Hungary,NU,1,1,ok
SC,Urban park: central,Hungary,DL,1,1,ok
SC,Urban park: central,Hungary,UL,1,1,ok
SC,Urban park: central,Italy,NU,1,1,ok
SC,Urban park: central,Italy,DL,1,1,ok
SC,Urban park: central,Italy,UL,1,1,ok
SC,Urban park: central,Netherlands,NU,1,1,ok
SC,Urban park: central,Netherlands,DL,1,1,ok
SC,Urban park: central,Netherlands,UL,1,1,ok
SC,Urban park: central,Poland,NU,1,1,ok
SC,Urban park: central,Poland,DL,1,1,ok
SC,Urban park: central,Poland,UL,1,1,ok
SC,Urban park: central,Spain,NU,1,1,ok
SC,Urban park: central,Spain,DL,1,1,ok
SC,Urban park: central,Spain,UL,1,1,ok
SC,Urban park: central,Switzerland,NU,1,1,ok
SC,Urban park: central,Switzerland,DL,1,1,ok
SC,Urban park: central,Switzerland,UL,1,1,ok
SC,Urban park: central,UK,NU,1,1,ok
SC,Urban park: central,UK,DL,1,1,ok
SC,Urban park: central,UK,UL,1,1,ok
SC,Urban park: non central,Austria,NU,1,1,ok
SC,Urban park: non central,Austria,DL,F,,failed_phone_settings
SC,Urban park: non central,Austria,UL,F,,failed_phone_settings
SC,Urban park: non central,Belgium,NU,1,1,ok
SC,Urban park: non central,Belgium,DL,1,1,ok
SC,Urban park: non central,Belgium,UL,1,1,ok
SC,Urban park: non central,France,NU,1,1,ok
SC,Urban park: non central,France,DL,1,1,ok
SC,Urban park: non central,France,UL,1,1,ok
SC,Urban park: non central,Hungary,NU,1,1,ok
SC,Urban park: non central,Hungary,DL,1,1,ok
SC,Urban park: non central,Hungary,UL,1,1,ok
SC,Urban park: non central,Italy,NU,1,1,ok
SC,Urban park: non central,Italy,DL,1,1,ok
SC,Urban park: non central,Italy,UL,1,1,ok
SC,Urban park: non central,Netherlands,NU,1,1,ok
SC,Urban park: non central,Netherlands,DL,1,1,ok
SC,Urban park: non central,Netherlands,UL,1,1,ok
SC,Urban park: non central,Poland,NU,1,1,ok
SC,Urban park: non central,Poland,DL,1,1,ok
SC,Urban park: non central,Poland,UL,1,1,ok
SC,Urban park: non central,Spain,NU,1,1,ok
SC,Urban park: non central,Spain,DL,1,1,ok
SC,Urban park: non central,Spain,UL,1,1,ok
SC,Urban park: non central,Switzerland,NU,1,1,ok
SC,Urban park: non central,Switzerland,DL,1,1,ok
SC,Urban park: non central,Switzerland,UL,1,1,ok
SC,Urban park: non central,UK,NU,1,1,ok
SC,Urban park: non central,UK,DL,1,1,ok
SC,Urban park: non central,UK,UL,1,1,ok
SC,Urban park: outskirts,Austria,NU,1,1,ok
SC,Urban park: outskirts,Austria,DL,F,,failed_phone_settings
SC,Urban park: outskirts,Austria,UL,F,,failed_phone_settings
SC,Urban park: outskirts,Belgium,NU,1,1,ok
SC,Urban park: outskirts,Belgium,DL,1,1,ok
SC,Urban park: outskirts,Belgium,UL,1,1,ok
SC,Urban park: outskirts,France,NU,1,1,ok
SC,Urban park: outskirts,France,DL,1,1,ok
SC,Urban park: outskirts,France,UL,1,1,ok
SC,Urban park: outskirts,Hungary,NU,1,1,ok
SC,Urban park: outskirts,Hungary,DL,1,1,ok
SC,Urban park: outskirts,Hungary,UL,1,1,ok
SC,Urban park: outskirts,Italy,NU,1,1,ok
SC,Urban park: outskirts,Italy,DL,1,1,ok
SC,Urban park: outskirts,Italy,UL,1,1,ok
SC,Urban park: outskirts,Netherlands,NU,1,1,ok
SC,Urban park: outskirts,Netherlands,DL,0,0,ok
SC,Urban park: outskirts,Netherlands,UL,0,0,ok
SC,Urban park: outskirts,Poland,NU,1,1,ok
SC,Urban park: outskirts,Poland,DL,2,2,ok
SC,Urban park: outskirts,Poland,UL,0,0,ok
SC,Urban park: outskirts,Spain,NU,1,1,ok
SC,Urban park: outskirts,Spain,DL,F,,failed_phone_settings
SC,Urban park: outskirts,Spain,UL,F,,failed_phone_settings
SC,Urban park: outskirts,Switzerland,NU,1,1,ok
SC,Urban park: outskirts,Switzerland,DL,1,1,ok
SC,Urban park: outskirts,Switzerland,UL,1,1,ok
SC,Urban park: outskirts,UK,NU,1,1,ok
SC,Urban park: outskirts,UK,DL,1,1,ok
SC,Urban park: outskirts,UK,UL,1,1,ok
SC,Urban school: Primary school,Austria,NU,0,0,ok
SC,Urban school: Primary school,Austria,DL,F,,failed_phone_settings
SC,Urban school: Primary school,Austria,UL,F,,failed_phone_settings
SC,Urban school: Primary school,Belgium,NU,1,1,ok
SC,Urban school: Primary school,Belgium,DL,1,1,ok
SC,Urban school: Primary school,Belgium,UL,1,1,ok
SC,Urban school: Primary school,France,NU,0,0,ok
SC,Urban school: Primary school,France,DL,0,0,ok
SC,Urban school: Primary school,France,UL,0,0,ok
SC,Urban school: Primary school,Hungary,NU,1,1,ok
SC,Urban school: Primary school,Hungary,DL,1,1,ok
SC,Urban school: Primary school,Hungary,UL,1,1,ok
SC,Urban school: Primary school,Italy,NU,0,0,ok
SC,Urban school: Primary school,Italy,DL,0,0,ok
SC,Urban school: Primary school,Italy,UL,0,0,ok
SC,Urban school: Primary school,Netherlands,NU,0,0,ok
SC,Urban school: Primary school,Netherlands,DL,0,0,ok
SC,Urban school: Primary school,Netherlands,UL,0,0,ok
SC,Urban school: Primary school,Poland,NU,1,1,ok
SC,Urban school: Primary school,Poland,DL,1,1,ok
SC,Urban school: Primary school,Poland,UL,1,1,ok
SC,Urban school: Primary school,Spain,NU,0,0,ok
SC,Urban school: Primary school,Spain,DL,0,0,ok
SC,Urban school: Primary school,Spain,UL,0,0,ok
SC,Urban school: Primary school,Switzerland,NU,1,1,ok
SC,Urban school: Primary school,Switzerland,DL,F,,failed_phone_settings
SC,Urban school: Primary school,Switzerland,UL,F,,failed_phone_settings
SC,Urban school: Primary school,UK,NU,0,0,ok
SC,Urban school: Primary school,UK,DL,0,0,ok
SC,Urban school: Primary school,UK,UL,0,0,ok
SC,Urban school: High school,Austria,NU,0,0,ok
SC,Urban school: High school,Austria,DL,F,,failed_phone_settings
SC,Urban school: High school,Austria,UL,F,,failed_phone_settings
SC,Urban school: High school,Belgium,NU,0,0,ok
SC,Urban school: High school,Belgium,DL,1,1,ok
SC,Urban school: High school,Belgium,UL,1,1,ok
SC,Urban school: High school,France,NU,0,0,ok
SC,Urban school: High school,France,DL,0,0,ok
SC,Urban school: High school,France,UL,0,0,ok
SC,Urban school: High school,Hungary,NU,1,1,ok
SC,Urban school: High school,Hungary,DL,1,1,ok
SC,Urban school: High school,Hungary,UL,1,1,ok
SC,Urban school: High school,Italy,NU,0,0,ok
SC,Urban school: High school,Italy,DL,0,0,ok
SC,Urban school: High school,Italy,UL,0,0,ok
SC,Urban school: High school,Netherlands,NU,0,0,ok
SC,Urban school: High school,Netherlands,DL,0,0,ok
SC,Urban school: High school,Netherlands,UL,0,0,ok
SC,Urban school: High school,Poland,NU,1,1,ok
SC,Urban school: High school,Poland,DL,1,1,ok
SC,Urban school: High school,Poland,UL,1,1,ok
SC,Urban school: High school,Spain,NU,0,0,ok
SC,Urban school: High school,Spain,DL,0,0,ok
SC,Urban school: High school,Spain,UL,0,0,ok
SC,Urban school: High school,Switzerland,NU,0,0,ok
SC,Urban school: High school,Switzerland,DL,0,0,ok
SC,Urban school: High school,Switzerland,UL,0,0,ok
SC,Urban school: High school,UK,NU,0,0,ok
SC,Urban school: High school,UK,DL,0,0,ok
SC,Urban school: High school,UK,UL,0,0,ok
SC,University,Austria,NU,1,1,ok
SC,University,Austria,DL,F,,failed_phone_settings
SC,University,Austria,UL,F,,failed_phone_settings
SC,University,Belgium,NU,1,1,ok
SC,University,Belgium,DL,1,1,ok
SC,University,Belgium,UL,1,1,ok
SC,University,France,NU,1,1,ok
SC,University,France,DL,1,1,ok
SC,University,France,UL,1,1,ok
SC,University,Hungary,NU,1,1,ok
SC,University,Hungary,DL,1,1,ok
SC,University,Hungary,UL,1,1,ok
SC,University,Italy,NU,1,1,ok
SC,University,Italy,DL,1,1,ok
SC,University,Italy,UL,1,1,ok
SC,University,Netherlands,NU,2,2,ok
SC,University,Netherlands,DL,1,1,ok
SC,University,Netherlands,UL,1,1,ok
SC,University,Poland,NU,1,1,ok
SC,University,Poland,DL,1,1,ok
SC,University,Poland,UL,1,1,ok
SC,University,Spain,NU,1,1,ok
SC,University,Spain,DL,F,,failed_phone_settings
SC,University,Spain,UL,F,,failed_phone_settings
SC,University,Switzerland,NU,1,1,ok
SC,University,Switzerland,DL,1,1,ok
SC,University,Switzerland,UL,1,1,ok
SC,University,UK,NU,1,1,ok
SC,University,UK,DL,1,1,ok
SC,University,UK,UL,1,1,ok
SC,Shopping centre,Austria,NU,1,1,ok
SC,Shopping centre,Austria,DL,F,,failed_phone_settings
SC,Shopping centre,Austria,UL,F,,failed_phone_settings
SC,Shopping centre,Belgium,NU,1,1,ok
SC,Shopping centre,Belgium,DL,FT,,failed_low_throughput
SC,Shopping centre,Belgium,UL,FT,,failed_low_throughput
SC,Shopping centre,France,NU,1,1,ok
SC,Shopping centre,France,DL,1,1,ok
SC,Shopping centre,France,UL,1,1,ok
SC,Shopping centre,Hungary,NU,1,1,ok
SC,Shopping centre,Hungary,DL,0,0,ok
SC,Shopping centre,Hungary,UL,0,0,ok
SC,Shopping centre,Italy,NU,1,1,ok
SC,Shopping centre,Italy,DL,0,0,ok
SC,Shopping centre,Italy,UL,0,0,ok
SC,Shopping centre,Netherlands,NU,2,2,ok
SC,Shopping centre,Netherlands,DL,0,0,ok
SC,Shopping centre,Netherlands,UL,0,0,ok
SC,Shopping centre,Poland,NU,1,1,ok
SC,Shopping centre,Poland,DL,0,0,ok
SC,Shopping centre,Poland,UL,0,0,ok
SC,Shopping centre,Spain,NU,1,1,ok
SC,Shopping centre,Spain,DL,F,,failed_phone_settings
SC,Shopping centre,Spain,UL,F,,failed_phone_settings
SC,Shopping centre,Switzerland,NU,1,1,ok
SC,Shopping centre,Switzerland,DL,0,0,ok
SC,Shopping centre,Switzerland,UL,0,0,ok
SC,Shopping centre,UK,NU,1,1,ok
SC,Shopping centre,UK,DL,0,0,ok
SC,Shopping centre,UK,UL,0,0,ok
SC,Bus stations,Austria,NU,1,1,ok
SC,Bus stations,Austria,DL,F,,failed_phone_settings
SC,Bus stations,Austria,UL,F,,failed_phone_settings
SC,Bus stations,Belgium,NU,2,2,ok
SC,Bus stations,Belgium,DL,0,0,ok
SC,Bus stations,Belgium,UL,0,0,ok
SC,Bus stations,France,NU,3,3,ok
SC,Bus stations,France,DL,4,4,ok
SC,Bus stations,France,UL,4,4,ok
SC,Bus stations,Hungary,NU,1,1,ok
SC,Bus stations,Hungary,DL,0,0,ok
SC,Bus stations,Hungary,UL,0,0,ok
SC,Bus stations,Italy,NU,1,1,ok
SC,Bus stations,Italy,DL,0,0,ok
SC,Bus stations,Italy,UL,0,0,ok
SC,Bus stations,Netherlands,NU,0,0,ok
SC,Bus stations,Netherlands,DL,0,0,ok
SC,Bus stations,Netherlands,UL,0,0,ok
SC,Bus stations,Poland,NU,1,1,ok
SC,Bus stations,Poland,DL,0,0,ok
SC,Bus stations,Poland,UL,0,0,ok
SC,Bus stations,Spain,NU,1,1,ok
SC,Bus stations,Spain,DL,F,,failed_phone_settings
SC,Bus stations,Spain,UL,F,,failed_phone_settings
SC,Bus stations,Switzerland,NU,4,4,ok
SC,Bus stations,Switzerland,DL,0,0,ok
SC,Bus stations,Switzerland,UL,0,0,ok
SC,Bus stations,UK,NU,4,4,ok
SC,Bus stations,UK,DL,0,0,ok
SC,Bus stations,UK,UL,0,0,ok
SC,Train stations,Austria,NU,1,1,ok
SC,Train stations,Austria,DL,F,,failed_phone_settings
SC,Train stations,Austria,UL,F,,failed_phone_settings
SC,Train stations,Belgium,NU,2,2,ok
SC,Train stations,Belgium,DL,0,0,ok
SC,Train stations,Belgium,UL,0,0,ok
SC,Train stations,France,NU,2,2,ok
SC,Train stations,France,DL,2,2,ok
SC,Train stations,France,UL,2,2,ok
SC,Train stations,Hungary,NU,2,2,ok
SC,Train stations,Hungary,DL,0,0,ok
SC,Train stations,Hungary,UL,0,0,ok
SC,Train stations,Italy,NU,1,1,ok
SC,Train stations,Italy,DL,0,0,ok
SC,Train stations,Italy,UL,0,0,ok
SC,Train stations,Netherlands,NU,2,2,ok
SC,Train stations,Netherlands,DL,0,0,ok
SC,Train stations,Netherlands,UL,0,0,ok
SC,Train stations,Poland,NU,2,2,ok
SC,Train stations,Poland,DL,0,0,ok
SC,Train stations,Poland,UL,0,0,ok
SC,Train stations,Spain,NU,1,1,ok
SC,Train stations,Spain,DL,1,1,ok
SC,Train stations,Spain,UL,1,1,ok
SC,Train stations,Switzerland,NU,3,3,ok
SC,Train stations,Switzerland,DL,0,0,ok
SC,Train stations,Switzerland,UL,0,0,ok
SC,Train stations,UK,NU,2,2,ok
SC,Train stations,UK,DL,0,0,ok
SC,Train stations,UK,UL,0,0,ok
SC,Metro station,Austria,NU,0,0,ok
SC,Metro station,Austria,DL,F,,failed_phone_settings
SC,Metro station,Austria,UL,F,,failed_phone_settings
SC,Metro station,Belgium,NU,0,0,ok
SC,Metro station,Belgium,DL,0,0,ok
SC,Metro station,Belgium,UL,0,0,ok
SC,Metro station,France,NU,0,0,ok
SC,Metro station,France,DL,0,0,ok
SC,Metro station,France,UL,0,0,ok
SC,Metro station,Hungary,NU,0,0,ok
SC,Metro station,Hungary,DL,0,0,ok
SC,Metro station,Hungary,UL,0,0,ok
SC,Metro station,Italy,NU,1,1,ok
SC,Metro station,Italy,DL,0,0,ok
SC,Metro station,Italy,UL,0,0,ok
SC,Metro station,Netherlands,NU,0,0,ok
SC,Metro station,Netherlands,DL,0,0,ok
SC,Metro station,Netherlands,UL,0,0,ok
SC,Metro station,Poland,NU,0,0,ok
SC,Metro station,Poland,DL,0,0,ok
SC,Metro station,Poland,UL,0,0,ok
SC,Metro station,Spain,NU,0,0,ok
SC,Metro station,Spain,DL,0,0,ok
SC,Metro station,Spain,UL,0,0,ok
SC,Metro station,Switzerland,NU,0,0,ok
SC,Metro station,Switzerland,DL,0,0,ok
SC,Metro station,Switzerland,UL,0,0,ok
SC,Metro station,UK,NU,0,0,ok
SC,Metro station,UK,DL,0,0,ok
SC,Metro station,UK,UL,0,0,ok
SC,Bus,Austria,NU,2,2,ok
SC,Bus,Austria,DL,F,,failed_phone_settings
SC,Bus,Austria,UL,F,,failed_phone_settings
SC,Bus,Belgium,NU,6,6,ok
SC,Bus,Belgium,DL,4,4,ok
SC,Bus,Belgium,UL,2,2,ok
SC,Bus,France,NU,1,1,ok
SC,Bus,France,DL,1,1,ok
SC,Bus,France,UL,1,1,ok
SC,Bus,Hungary,NU,2,2,ok
SC,Bus,Hungary,DL,1,1,ok
SC,Bus,Hungary,UL,1,1,ok
SC,Bus,Italy,NU,1,1,ok
SC,Bus,Italy,DL,1,1,ok
SC,Bus,Italy,UL,1,1,ok
SC,Bus,Netherlands,NU,1,1,ok
SC,Bus,Netherlands,DL,0,0,ok
SC,Bus,Netherlands,UL,1,1,ok
SC,Bus,Poland,NU,1,1,ok
SC,Bus,Poland,DL,1,1,ok
SC,Bus,Poland,UL,0,0,ok
SC,Bus,Spain,NU,1,1,ok
SC,Bus,Spain,DL,F,,failed_phone_settings
SC,Bus,Spain,UL,0,0,ok
SC,Bus,Switzerland,NU,9,9,ok
SC,Bus,Switzerland,DL,6,6,ok
SC,Bus,Switzerland,UL,6,6,ok
SC,Bus,UK,NU,15,15,ok
SC,Bus,UK,DL,5,5,ok
SC,Bus,UK,UL,4,4,ok
SC,Train,Austria,NU,2,2,ok
SC,Train,Austria,DL,F,,failed_phone_settings
SC,Train,Austria,UL,F,,failed_phone_settings
SC,Train,Belgium,NU,1,1,ok
SC,Train,Belgium,DL,0,0,ok
SC,Train,Belgium,UL,1,1,ok
SC,Train,France,NU,1,1,ok
SC,Train,France,DL,1,1,ok
SC,Train,France,UL,1,1,ok
SC,Train,Hungary,NU,4,4,ok
SC,Train,Hungary,DL,3,3,ok
SC,Train,Hungary,UL,2,2,ok
SC,Train,Italy,NU,1,1,ok
SC,Train,Italy,DL,1,1,ok
SC,Train,Italy,UL,1,1,ok
SC,Train,Netherlands,NU,1,1,ok
SC,Train,Netherlands,DL,0,0,ok
SC,Train,Netherlands,UL,0,0,ok
SC,Train,Poland,NU,2,2,ok
SC,Train,Poland,DL,2,2,ok
SC,Train,Poland,UL,2,2,ok
SC,Train,Spain,NU,3,3,ok
SC,Train,Spain,DL,1,1,ok
SC,Train,Spain,UL,1,1,ok
SC,Train,Switzerland,NU,11,11,ok
SC,Train,Switzerland,DL,5,5,ok
SC,Train,Switzerland,UL,5,5,ok
SC,Train,UK,NU,5,5,ok
SC,Train,UK,DL,4,4,ok
SC,Train,UK,UL,3,3,ok
SC,Metro,Austria,NU,0,0,ok
SC,Metro,Austria,DL,F,,failed_phone_settings
SC,Metro,Austria,UL,F,,failed_phone_settings
SC,Metro,Belgium,NU,0,0,ok
SC,Metro,Belgium,DL,0,0,ok
SC,Metro,Belgium,UL,0,0,ok
SC,Metro,France,NU,0,0,ok
SC,Metro,France,DL,0,0,ok
SC,Metro,France,UL,0,0,ok
SC,Metro,Hungary,NU,0,0,ok
SC,Metro,Hungary,DL,0,0,ok
